AmazonIdentifier,AssignmentId,DurationInSeconds,StartTime,CompletionTime,ApprovalStatus,AmountPaid,AmountBonused,Actual Completion Code,,,
A3K43RI91Y567E,3E13VNJ1NNWIBJBBMJCN3L92HWPI1N,128,9/14/2017 2:31:57 PM,9/14/2017 2:34:06 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1H1ZROJJ360M7,3CN4LGXD5XPLTINZDJHSN7ATJZW4YR,172,9/14/2017 2:20:59 PM,9/14/2017 2:23:52 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1ND4NNS6YX1SD,3R3YRB5GRF4JEYJBCJUUXPQGFLHUAU,168,9/14/2017 2:29:01 PM,9/14/2017 2:31:49 PM,Approved,0.35,0.00,JDA335XQQ,,,
AV15YFBYL71S6,37QW5D2ZRGNPGXYSQGFGMX2X40W8SO,251,9/14/2017 2:24:28 PM,9/14/2017 2:28:39 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1T2ETK8DWRTA1,3TUI152ZZBOVSHZUZRHWCN0O865Q1X,347,9/14/2017 2:24:31 PM,9/14/2017 2:30:18 PM,Approved,0.35,0.00, JDA335XQQ,,,
A2TYPIODA4XDSW,3EF8EXOTT1WE6UVH41XNFMO2UBH1JL,161,9/14/2017 2:55:13 PM,9/14/2017 2:57:54 PM,Approved,0.35,0.00, JDA335XQQ,,,
A3OXRDSUN9F10I,37FMASSAYCSJOHT3OG5C9XMB38FBIY,157,9/14/2017 2:24:36 PM,9/14/2017 2:27:14 PM,Approved,0.35,0.00,JDA335XQQ,,,
A423QQ5WN43B9,34PGFRQONOC77VBK1PM88CEWQOMWJB,1436,9/14/2017 2:27:54 PM,9/14/2017 2:51:51 PM,Approved,0.35,0.00,JDA335XQQ,,,
AYPRRGPMOD0AX,34S6N1K2ZVKV5V4V9BCLNOH1FPEHLY,193,9/14/2017 2:25:45 PM,9/14/2017 2:28:58 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3A32ENJXK1VCR,354GIDR5ZB77XZ9DMAJHJCQWQA1006,109,9/14/2017 2:21:37 PM,9/14/2017 2:23:27 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1MQ9B05ZMM4YI,36W0OB37HWFFAKLZOC3UV3SZUYMHZH,1048,9/14/2017 2:23:05 PM,9/14/2017 2:40:33 PM,Approved,0.35,0.00,JDA335XQQ,,,
AV182SXSO370E,3BV8HQ2ZZW2YCNTAG1WRHJC0CZZA68,208,9/14/2017 2:21:15 PM,9/14/2017 2:24:44 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2LBWF46LZP1V6,340UGXU9DY236MM9NELQTC4T0VKUVX,239,9/14/2017 2:45:03 PM,9/14/2017 2:49:03 PM,Approved,0.35,0.00, JDA335XQQ,,,
A2Z96TK65BB7LC,3MAOD8E57QBIFL7VQSAM329K8AWXN8,739,9/14/2017 2:21:00 PM,9/14/2017 2:33:19 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1B14CS9DW7008,3WLEIWSYHOIP49INZ5UG8SIS9PQ2HX,1653,9/14/2017 2:45:51 PM,9/14/2017 3:13:24 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2WRKUN3RCJYW8,3CFVK00FWLMF86KEDSLHQXSB6BYL61,160,9/14/2017 2:24:36 PM,9/14/2017 2:27:17 PM,Approved,0.35,0.00,JDA335XQQ,,,
AY5QUURIR136D,3DOCMVPBTNFD3RTROMND50IM6WNNNF,120,9/14/2017 3:03:06 PM,9/14/2017 3:05:07 PM,Approved,0.35,0.00,JDA335XQQ,,,
A21ML80A0J9P5E,3Z4GS9HPNVBZXL9HS8PZD6A663J77L,144,9/14/2017 3:24:03 PM,9/14/2017 3:26:27 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1FQE3NEOHSKOX,3H7XDTSHKCSXGTLJTJ15BZMGYW4WG6,120,9/14/2017 2:19:14 PM,9/14/2017 2:21:15 PM,Approved,0.35,0.00,JDA335XQQ,,,
A9O273N0X06JS,3Q8GYXHFEP3QMYQUVWIDV8OOG79C5W,182,9/14/2017 2:19:09 PM,9/14/2017 2:22:12 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3D1VTLX623K6I,3PZDLQMM0TMYN177DDGFX1LCWYOC23,1352,9/14/2017 3:23:53 PM,9/14/2017 3:46:25 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2EBNMFLUR2SQF,3QY7M81QH7NNS0G1B2E8HBFSCMD7KJ,198,9/14/2017 2:21:14 PM,9/14/2017 2:24:33 PM,Approved,0.35,0.00,JDA335XQQ,,,
AZIDXMX2VZOTZ,3VNXK88KKCJ5MUY6P3QZXGHFNA9V96,174,9/14/2017 2:37:18 PM,9/14/2017 2:40:13 PM,Approved,0.35,0.00,JDA335XQQ,,,
A39C210BKD7YNN,3GA6AFUKOOPEPRE6358LR2NKF3QH3N,163,9/14/2017 2:53:01 PM,9/14/2017 2:55:45 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2XGCMXQELW5KX,3O6CYIULED2GLBMEDOQMFEN774LWU8,89,9/14/2017 2:36:28 PM,9/14/2017 2:37:57 PM,Approved,0.35,0.00,JDA335XQQ,,,
A330JJZGJL7IG2,3Y9N9SS8LYCXDB94H9PV0H8MNBU3DX,142,9/14/2017 2:22:54 PM,9/14/2017 2:25:16 PM,Approved,0.35,0.00,JDA335XQQ,,,
A31DI99CWPTJBK,3QY5DC2MXRLEAP0JNZGMBQ17C1YFUW,146,9/14/2017 3:00:58 PM,9/14/2017 3:03:24 PM,Approved,0.35,0.00,JDA335XQQ,,,
A191V7PT3DQKDP,32KTQ2V7RDGMW74XBBP8AKY2WHXM9G,151,9/14/2017 2:33:03 PM,9/14/2017 2:35:35 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1PQ8KNGCVUYYC,3OE22WJIGIPB1EQS1FRGNP5LJ49UQ9,629,9/14/2017 3:27:44 PM,9/14/2017 3:38:13 PM,Approved,0.35,0.00,JDA335XQQ,,,
AED0N0TJKO38I,3JBT3HLQF837N1JN7PBZ4CUQGPYZP6,174,9/14/2017 2:45:02 PM,9/14/2017 2:47:56 PM,Approved,0.35,0.00,JDA335XQQ,,,
AMA18W8F60Y2J,3PWWM24LHSZWBYHUW10AVFPT66X28F,154,9/14/2017 2:20:08 PM,9/14/2017 2:22:42 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3J3B4MFXVQP8J,3018Q3ZVOIRRY6RU8PZPSE3W8MFAR8,215,9/14/2017 2:39:11 PM,9/14/2017 2:42:47 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1EMBQB8FM6EZH,3PM8NZGV8YH3IIKN6K237W4PDMPQXW,319,9/14/2017 3:16:16 PM,9/14/2017 3:21:36 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3CVX7GHF3B65Q,3VP0C6EFSGXZEO2ZD4MWQA706GP6MP,136,9/14/2017 2:32:53 PM,9/14/2017 2:35:09 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2S8ZTPKX3B928,3PW9OPU9PQLE0YX9XGRVG52LS0S12V,1120,9/14/2017 2:32:06 PM,9/14/2017 2:50:47 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2HINCRW82FL1J,3C8HJ7UOP7V12YMAF9J7N80VBKNMZX,129,9/14/2017 2:43:38 PM,9/14/2017 2:45:48 PM,Approved,0.35,0.00,JDA335XQQ,,,
A46DGMYAWYN1,3DY4FPOOA1PBQUUSJKQLO1H9TWHRVR,122,9/14/2017 2:55:12 PM,9/14/2017 2:57:15 PM,Approved,0.35,0.00, JDA335XQQ,,,
A1LIUSQP6ORUD9,3MD9PLUKKIF7KG7ARAY70NPVGAXZNA,230,9/14/2017 2:45:00 PM,9/14/2017 2:48:51 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2CZ10JX5FBO09,3TXWC2NHNZRPU2H2V8LUMTX8O6H9SH,1100,9/14/2017 2:45:39 PM,9/14/2017 3:04:00 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3UEJQ4EJB9DBD,3UJ1CZ6IZHQ6TFFQSI8DADS62AW5SK,214,9/14/2017 2:31:02 PM,9/14/2017 2:34:36 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1NZ8CY1G3KUX9,308Q0PEVB8E00OE6QWRGIRRLF8C9IM,106,9/14/2017 2:19:24 PM,9/14/2017 2:21:11 PM,Approved,0.35,0.00,JDA335XQQ,,,
A168QBUOKNFWWK,3BF51CHDTVBI8ZF9KIQ2P4PDCR6H0S,240,9/14/2017 2:52:35 PM,9/14/2017 2:56:35 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1OV86I0FAFAM1,3HHRAGRYX86AWAP9OR4L2ON7RHDO9Y,418,9/14/2017 2:42:06 PM,9/14/2017 2:49:04 PM,Approved,0.35,0.00,JDA335XQQ,,,
AQ4PZ6W8NIDH3,3KGTPGBS6XMU9VO7Z41FR77I3XOU2M,197,9/14/2017 2:19:16 PM,9/14/2017 2:22:33 PM,Approved,0.35,0.00,JDA335XQQ,,,
A36W1S4Z2LSNTC,3WS1NTTKEYDYU3O3PS22MJD0WCUF0T,347,9/14/2017 3:05:26 PM,9/14/2017 3:11:13 PM,Approved,0.35,0.00,JDA335XQQ,,,
AHZ5YRRIRTLJG,3LKC68YZ3A4L862HH2EDG8VIPJ2WO2,350,9/14/2017 3:25:05 PM,9/14/2017 3:30:55 PM,Approved,0.35,0.00,JDA335XQQ,,,
A11A9P82LT2M0H,3ND9UOO81K3D2LZK4AYLORROUDVWLH,154,9/14/2017 3:04:46 PM,9/14/2017 3:07:20 PM,Approved,0.35,0.00,JDA335XQQ,,,
AS9E0S6DBSWH7,3S3AMIZX3U6LQB5NA20WTKCGTO7CD4,2440,9/14/2017 2:19:44 PM,9/14/2017 3:00:24 PM,Approved,0.35,0.00,JDA335XQQ,,,
A10RTXSA8JXK9T,3XC1O3LBOSNLA4VQ95TA17KPQJBTLM,370,9/14/2017 2:42:24 PM,9/14/2017 2:48:35 PM,Approved,0.35,0.00,JDA335XQQ,,,
A25VHX1PUAHR4T,3TR2532VIPV9DGWEA794AIFJ2MTJ6X,189,9/14/2017 2:26:06 PM,9/14/2017 2:29:16 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2UG6LQMI84JND,3DPNQGW4LLGJAYDT70M04GQ0KQ8640,169,9/14/2017 3:14:44 PM,9/14/2017 3:17:33 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3PDHDQZZKCTT5,3PXX5PX6LXZ4IZA5CSDZSZYSQ0ABAU,353,9/14/2017 2:23:54 PM,9/14/2017 2:29:47 PM,Approved,0.35,0.00,JDA335XQQ,,,
AV05BXQORIXZR,3KKG4CDWKIZ6SHFR57PCOQH2AQD949,252,9/14/2017 2:41:35 PM,9/14/2017 2:45:48 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1MTQP7TA5RCOB,34FNN24DCMA3P1RZRO02SZG7JVR5YX,171,9/14/2017 2:23:25 PM,9/14/2017 2:26:16 PM,Approved,0.35,0.00,JDA335XQQ,,,
AU8YVB738G6C,3IUZPWIU1O82IFH2JAMK9RE95DLWK9,267,9/14/2017 2:19:22 PM,9/14/2017 2:23:50 PM,Approved,0.35,0.00,JDA335XQQ,,,
A31Q4HFUPE2DXG,3FDJT1UU74985W2IN9ZBJR1WLGI5K2,348,9/14/2017 2:22:10 PM,9/14/2017 2:27:58 PM,Approved,0.35,0.00,JDA335XQQ,,,
A5YVMQWA2IYPF,3LOZAJ85YDEMQZI249C2BE6MXGBX2P,147,9/14/2017 3:17:59 PM,9/14/2017 3:20:27 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2LL81ERU0Y7E6,3N2BF7Y2VQVFBDMG9ND0N1WQFU5HM1,205,9/14/2017 2:35:11 PM,9/14/2017 2:38:36 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2QH1BQA6GR48O,3WAKVUDHUWH1VWLD5GIANYOQEDAU72,2784,9/14/2017 2:19:55 PM,9/14/2017 3:06:20 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3ACR8IG31Q7K6,3QUO65DNQUP8G2DCM2ZCYKAL42KUOS,85,9/14/2017 2:20:19 PM,9/14/2017 2:21:45 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3JT9LHWLFHNS8,36ZN444YTRZ37BICSLAYFHMAA7ZIOA,1125,9/14/2017 2:32:30 PM,9/14/2017 2:51:15 PM,Approved,0.35,0.00,JDA335XQQ,,,
A24DSECWUBZC0Z,3ERET4BTVMAR6J4UQZCSV76Y7C19KX,152,9/14/2017 2:19:32 PM,9/14/2017 2:22:05 PM,Approved,0.35,0.00,JDA335XQQ,,,
AL7M7T6WKQPIV,3IQ1VMJRYTLLU6V8E8Z31T3221DA9R,105,9/14/2017 3:19:41 PM,9/14/2017 3:21:27 PM,Approved,0.35,0.00,JDA335XQQ,,,
A11D9XGV7Y2I89,3FE2ERCCZX9VOX5G5G0IOENMWLTOPR,250,9/14/2017 2:28:58 PM,9/14/2017 2:33:08 PM,Approved,0.35,0.00,JDA335XQQ,,,
AGZA79QVH09QX,3CCZ6YKWR7KOO0JRJC8MTINGANB59F,150,9/14/2017 3:10:57 PM,9/14/2017 3:13:28 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1L00PO1P8D6E3,3H7XDTSHKCSXGTLJTJ15BZMGYW9WGB,198,9/14/2017 3:04:24 PM,9/14/2017 3:07:42 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2S6B9Q48MAV2T,3K2755HG5S4STNPX14QX1QXJQ12DFJ,163,9/14/2017 2:50:31 PM,9/14/2017 2:53:14 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3N5HUHR6W70YQ,3PWWM24LHSZWBYHUW10AVFPT66X82L,158,9/14/2017 2:23:20 PM,9/14/2017 2:25:59 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2HG1N3BVQO6I,3RJSC4XJ10V6S6VEJGPT07MN7ID05S,139,9/14/2017 2:30:10 PM,9/14/2017 2:32:30 PM,Approved,0.35,0.00, JDA335XQQ,,,
AU46I88MN3O09,3KGTPGBS6XMU9VO7Z41FR77I3XSU2Q,447,9/14/2017 2:53:57 PM,9/14/2017 3:01:25 PM,Approved,0.35,0.00,JDA335XQQ,,,
A5LUC1YEAQYF6,3AAPLD8UCCIJO8C0IKEC9FRI923THG,334,9/14/2017 2:52:24 PM,9/14/2017 2:57:58 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2B31JDSVV476K,3GLB5JMZFXWY7NLSCOWFJBXVRG3DGJ,126,9/14/2017 3:01:58 PM,9/14/2017 3:04:04 PM,Approved,0.35,0.00,JDA335XQQ,,,
APF1EAZT104LQ,3PDJHANYK5HDMA1OM76JY5Z4PUQH6R,1163,9/14/2017 2:33:42 PM,9/14/2017 2:53:06 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1UCM4T7TZDUAO,3EFVCAY5L3AWHUF23M62UWBA8HJ8J8,221,9/14/2017 2:23:43 PM,9/14/2017 2:27:25 PM,Approved,0.35,0.00,JDA335XQQ,,,
A11NO3BHO6IBPR,34MAJL3QP4OKDFQBOYO2XDEGAZ734S,200,9/14/2017 3:20:59 PM,9/14/2017 3:24:20 PM,Approved,0.35,0.00,JDA335XQQ,,,
AYJ21KR003B23,3DH6GAKTYYQ1WFBOYC7IH3N2KU1YZZ,179,9/14/2017 2:42:49 PM,9/14/2017 2:45:49 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2U5K5WW79T4Q2,3FE7TXL1LIO2H2HQIVHAH6AT0CKQ2F,165,9/14/2017 2:37:16 PM,9/14/2017 2:40:01 PM,Approved,0.35,0.00,JDA335XQQ,,,
AXJND2BH6C55U,3300DTYQT2IUCIT6BFCBJ7JIXFAQEH,179,9/14/2017 2:32:53 PM,9/14/2017 2:35:52 PM,Approved,0.35,0.00,JDA335XQQ,,,
AAYL7UAXO9E4T,39LOEL67OS6LWGDD01EFEPULCK1830,112,9/14/2017 2:58:47 PM,9/14/2017 3:00:39 PM,Approved,0.35,0.00,JDA335XQQ,,,
A31F5YQGIQU8NU,3EICBYG644XYTX5FKYM7WI7TY9AJCX,155,9/14/2017 3:24:58 PM,9/14/2017 3:27:33 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2TZRIS9XFZ18U,3CN4LGXD5XPLTINZDJHSN7ATJZY4YT,247,9/14/2017 2:38:36 PM,9/14/2017 2:42:43 PM,Approved,0.35,0.00,JDA335XQQ,,,
AII1KZW0UW52L,3UNH76FOCS61X8C5JNHO91RT5RMMYB,111,9/14/2017 3:17:01 PM,9/14/2017 3:18:52 PM,Approved,0.35,0.00,JDA335XQQ,,,
A2VGEE0ZIZ8CBQ,30IQTZXKAK7FUPFOPM8OSQD70HQ0X5,148,9/14/2017 3:02:30 PM,9/14/2017 3:04:59 PM,Approved,0.35,0.00,JDA335XQQ ,,,
A22103611MDNAD,34MAJL3QP4OKDFQBOYO2XDEGAY443O,162,9/14/2017 2:51:01 PM,9/14/2017 2:53:44 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3TN4B3DVVRZXS,3EICBYG644XYTX5FKYM7WI7TY87JCS,190,9/14/2017 2:51:17 PM,9/14/2017 2:54:27 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3HTLXAPOBCVVO,3WYP994K17SZ85RDW7A7K5U7FQ26YE,205,9/14/2017 2:19:49 PM,9/14/2017 2:23:15 PM,Approved,0.35,0.00,JDA335XQQ,,,
AOY7MRZ8IJNAZ,3LYA37P8IQOAUCJROJQOMD1OVC4BK9,225,9/14/2017 2:25:18 PM,9/14/2017 2:29:04 PM,Approved,0.35,0.00,JDA335XQQ,,,
A36CO9KPDJOPM7,3WI0P0II61TPWDU6SZQRIFB2TPDDRE,265,9/14/2017 2:51:25 PM,9/14/2017 2:55:50 PM,Approved,0.35,0.00,JDA335XQQ,,,
ACVJ6IUO9QM4R,3P59JYT76LLF9I9IZZB5MBLGKKST27,1480,9/14/2017 4:04:44 PM,9/14/2017 4:29:24 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3N3F77POSIH8J,3TPZPLC3M0D628CUMIGQ0BPB1UX3PB,167,9/14/2017 2:24:11 PM,9/14/2017 2:26:59 PM,Approved,0.35,0.00,JDA335XQQ,,,
A22051NK9RQ4FV,3A1COHJ8NJW0QOKCFM3HIJVVVPH8H5,118,9/14/2017 2:40:33 PM,9/14/2017 2:42:32 PM,Approved,0.35,0.00,JDA335XQQ,,,
ATCW7GWYA922U,3SPJ0334214BW06KGQ4WT9ZC1WNJYY,1035,9/14/2017 2:33:32 PM,9/14/2017 2:50:47 PM,Approved,0.35,0.00,JDA335XQQ,,,
AA331KS49751Q,39PAAFCODM1O697KN9VGOGIRHHCVT6,199,9/14/2017 2:34:37 PM,9/14/2017 2:37:57 PM,Approved,0.35,0.00,JDA335XQQ,,,
APDZX0GWOK1GG,3OE22WJIGIPB1EQS1FRGNP5LJ36QU0,119,9/14/2017 2:51:35 PM,9/14/2017 2:53:35 PM,Approved,0.35,0.00,JDA335XQQ,,,
AHV4U78TUUDKI,3ERET4BTVMAR6J4UQZCSV76Y7C4K9B,90,9/14/2017 2:53:28 PM,9/14/2017 2:54:59 PM,Approved,0.35,0.00,JDA335XQQ,,,
A323RBOHUTRW53,3EWIJTFFVO86OPO7UHIW41S0KBBE06,373,9/14/2017 2:24:25 PM,9/14/2017 2:30:38 PM,Approved,0.35,0.00,JDA335XQQ,,,
A1OSRB1Q63XXWZ,3RXCAC0YIRQMQSP1VGLZXJJUGP5G8F,243,9/14/2017 2:50:31 PM,9/14/2017 2:54:35 PM,Approved,0.35,0.00,JDA335XQQ,,,
A3HBUS4MN7GUR3,3WZ36BJEV3H9XV9EIS4GN4OKEPVBTF,129,9/14/2017 2:25:34 PM,9/14/2017 2:27:43 PM,Approved,0.35,0.00,JDA335XQQ,,,
AFZKP8TAXAUCR,3U84XHCDICELY8X495JB1EJVPTZZ4C,128,9/14/2017 2:19:21 PM,9/14/2017 2:21:29 PM,Approved,0.35,0.00,JDA335XQQ,,,
A160L76BFKQQ1Q,3H7XDTSHKCSXGTLJTJ15BZMGYW7WG9,428,9/14/2017 2:43:25 PM,9/14/2017 2:50:34 PM,Approved,0.35,0.00,JDA335XQQ,,,
AVIH7MSMSTZCW,34T446B1C0FRRR4TYQC1EDSXZZZC0C,855,9/14/2017 2:34:36 PM,9/14/2017 2:48:51 PM,Approved,0.35,0.00,JDA335XQQ,,,
